,index,지역,연도,월,분양가격
224,224,인천,2015,1,10017.0
225,225,광주,2015,1,7752.0
226,226,대전,2015,1,8067.0
227,227,울산,2015,1,8526.0
228,228,경기,2015,1,10391.0
229,229,세종,2015,1,8560.0
230,230,강원,2015,1,6348.0
231,231,충북,2015,1,6749.0
232,232,충남,2015,1,6976.0
233,233,전북,2015,1,6583.0
234,234,전남,2015,1,5784.0
235,235,경북,2015,1,6992.0
236,236,경남,2015,1,7592.0
237,237,제주,2015,1,7739.0
238,238,서울,2015,2,20670.0
239,239,부산,2015,2,9235.0
240,240,대구,2015,2,8416.0
241,241,인천,2015,2,9876.0
242,242,광주,2015,2,7756.0
243,243,대전,2015,2,8067.0
244,244,울산,2015,2,8526.0
245,245,경기,2015,2,10355.0
246,246,세종,2015,2,8560.0
247,247,강원,2015,2,6350.0
248,248,충북,2015,2,6747.0
249,249,충남,2015,2,6980.0
250,250,전북,2015,2,6583.0
251,251,전남,2015,2,5833.0
252,252,경북,2015,2,6953.0
253,253,경남,2015,2,7588.0
254,254,제주,2015,2,7739.0
255,255,서울,2015,3,19415.0
256,256,부산,2015,3,9279.0
257,257,대구,2015,3,8441.0
258,258,인천,2015,3,9876.0
259,259,광주,2015,3,7861.0
260,260,대전,2015,3,8067.0
261,261,울산,2015,3,8629.0
262,262,경기,2015,3,10469.0
263,263,세종,2015,3,8555.0
264,264,강원,2015,3,6182.0
265,265,충북,2015,3,6783.0
266,266,충남,2015,3,7161.0
267,267,전북,2015,3,6542.0
268,268,전남,2015,3,5825.0
269,269,경북,2015,3,6997.0
270,270,경남,2015,3,7668.0
271,271,제주,2015,3,7826.0
272,272,서울,2015,4,18842.0
273,273,부산,2015,4,9327.0
274,274,대구,2015,4,8446.0
275,275,인천,2015,4,9938.0
276,276,광주,2015,4,7914.0
277,277,대전,2015,4,8145.0
278,278,울산,2015,4,9380.0
279,279,경기,2015,4,10684.0
280,280,세종,2015,4,8546.0
281,281,강원,2015,4,6924.0
282,282,충북,2015,4,6790.0
283,283,충남,2015,4,7017.0
284,284,전북,2015,4,6551.0
285,285,전남,2015,4,5940.0
286,286,경북,2015,4,7006.0
287,287,경남,2015,4,7683.0
288,288,제주,2015,4,7285.0
289,289,서울,2015,5,18367.0
290,290,부산,2015,5,9345.0
291,291,대구,2015,5,8568.0
292,292,인천,2015,5,10551.0
293,293,광주,2015,5,7877.0
294,294,대전,2015,5,8272.0
295,295,울산,2015,5,9192.0
296,296,경기,2015,5,10685.0
297,297,세종,2015,5,8546.0
298,298,강원,2015,5,6846.0
299,299,충북,2015,5,6805.0
300,300,충남,2015,5,6975.0
301,301,전북,2015,5,6556.0
302,302,전남,2015,5,6050.0
303,303,경북,2015,5,6966.0
304,304,경남,2015,5,7717.0
305,305,제주,2015,5,7285.0
306,306,서울,2015,6,18374.0
307,307,부산,2015,6,9515.0
308,308,대구,2015,6,8542.0
309,309,인천,2015,6,10443.0
310,310,광주,2015,6,7881.0
311,311,대전,2015,6,8079.0
312,312,울산,2015,6,9190.0
313,313,경기,2015,6,10573.0
314,314,세종,2015,6,8671.0
315,315,강원,2015,6,6986.0
316,316,충북,2015,6,6682.0
317,317,충남,2015,6,6939.0
318,318,전북,2015,6,6601.0
319,319,전남,2015,6,6243.0
320,320,경북,2015,6,6887.0
321,321,경남,2015,6,7715.0
322,322,제주,2015,6,7343.0
323,323,서울,2015,7,18152.0
324,324,부산,2015,7,9559.0
325,325,대구,2015,7,8542.0
326,326,인천,2015,7,10443.0
327,327,광주,2015,7,8089.0
328,328,대전,2015,7,8079.0
329,329,울산,2015,7,9190.0
330,330,경기,2015,7,10518.0
331,331,세종,2015,7,8669.0
332,332,강원,2015,7,7019.0
333,333,충북,2015,7,6601.0
334,334,충남,2015,7,6935.0
335,335,전북,2015,7,6750.0
336,336,전남,2015,7,6286.0
337,337,경북,2015,7,7035.0
338,338,경남,2015,7,7723.0
339,339,제주,2015,7,7343.0
340,340,서울,2015,8,18443.0
341,341,부산,2015,8,9581.0
342,342,대구,2015,8,8795.0
343,343,인천,2015,8,10449.0
344,344,광주,2015,8,8231.0
345,345,대전,2015,8,8079.0
346,346,울산,2015,8,9215.0
347,347,경기,2015,8,10573.0
348,348,세종,2015,8,8695.0
349,349,강원,2015,8,7008.0
350,350,충북,2015,8,6603.0
351,351,충남,2015,8,6942.0
352,352,전북,2015,8,6580.0
353,353,전남,2015,8,6289.0
354,354,경북,2015,8,7037.0
355,355,경남,2015,8,7665.0
356,356,제주,2015,8,7343.0
357,0,서울,2015,10,5841.0
358,5,인천,2015,10,3163.0
359,10,경기,2015,10,3138.0
360,15,부산,2015,10,3112.0
361,20,대구,2015,10,2682.0
362,25,광주,2015,10,2420.0
363,30,대전,2015,10,2454.0
364,35,울산,2015,10,3053.0
365,40,세종,2015,10,2642.0
366,45,강원,2015,10,2167.0
367,50,충북,2015,10,2032.0
368,55,충남,2015,10,2099.0
369,60,전북,2015,10,2054.0
370,65,전남,2015,10,1925.0
371,70,경북,2015,10,2148.0
372,75,경남,2015,10,2291.0
373,80,제주,2015,10,2232.0
374,85,서울,2015,11,6050.0
375,90,인천,2015,11,3184.0
376,95,경기,2015,11,3098.0
377,100,부산,2015,11,3131.0
378,105,대구,2015,11,2749.0
379,110,광주,2015,11,2424.0
380,115,대전,2015,11,2454.0
381,120,울산,2015,11,3043.0
382,125,세종,2015,11,2648.0
383,130,강원,2015,11,2171.0
384,135,충북,2015,11,2004.0
385,140,충남,2015,11,2100.0
386,145,전북,2015,11,2057.0
387,150,전남,2015,11,1909.0
388,155,경북,2015,11,2190.0
389,160,경남,2015,11,2298.0
390,165,제주,2015,11,2232.0
391,170,서울,2015,12,6041.0
392,175,인천,2015,12,3184.0
393,180,경기,2015,12,3198.0
394,185,부산,2015,12,3127.0
395,190,대구,2015,12,2962.0
396,195,광주,2015,12,2476.0
397,200,대전,2015,12,2454.0
398,205,울산,2015,12,3043.0
399,210,세종,2015,12,2665.0
400,215,강원,2015,12,2171.0
401,220,충북,2015,12,2005.0
402,225,충남,2015,12,2269.0
403,230,전북,2015,12,1983.0
404,235,전남,2015,12,1909.0
405,240,경북,2015,12,2181.0
406,245,경남,2015,12,2307.0
407,250,제주,2015,12,2268.0
408,255,서울,2016,1,6108.0
409,260,인천,2016,1,3191.0
410,265,경기,2016,1,3198.0
411,270,부산,2016,1,3152.0
412,275,대구,2016,1,3086.0
413,280,광주,2016,1,2569.0
414,285,대전,2016,1,2454.0
415,290,울산,2016,1,3046.0
416,295,세종,2016,1,2665.0
417,300,강원,2016,1,2173.0
418,305,충북,2016,1,2008.0
419,310,충남,2016,1,2270.0
420,315,전북,2016,1,1980.0
421,320,전남,2016,1,1909.0
422,325,경북,2016,1,2181.0
423,330,경남,2016,1,2327.0
424,335,제주,2016,1,2268.0
425,340,서울,2016,2,6111.0
426,345,인천,2016,2,3192.0
427,350,경기,2016,2,3219.0
428,355,부산,2016,2,3154.0
429,360,대구,2016,2,3064.0
430,365,광주,2016,2,2569.0
431,370,대전,2016,2,2454.0
432,375,울산,2016,2,3046.0
433,380,세종,2016,2,2665.0
434,385,강원,2016,2,2173.0
435,390,충북,2016,2,2008.0
436,395,충남,2016,2,2272.0
437,400,전북,2016,2,1980.0
438,405,전남,2016,2,1923.0
439,410,경북,2016,2,2179.0
440,415,경남,2016,2,2358.0
441,420,제주,2016,2,2268.0
442,425,서울,2016,3,6173.0
443,430,인천,2016,3,3190.0
444,435,경기,2016,3,3215.0
445,440,부산,2016,3,3178.0
446,445,대구,2016,3,3119.0
447,450,광주,2016,3,2590.0
448,455,대전,2016,3,2454.0
449,460,울산,2016,3,3066.0
450,465,세종,2016,3,2670.0
451,470,강원,2016,3,2194.0
452,475,충북,2016,3,1980.0
453,480,충남,2016,3,2115.0
454,485,전북,2016,3,1951.0
455,490,전남,2016,3,1921.0
456,495,경북,2016,3,2179.0
457,500,경남,2016,3,2383.0
458,505,제주,2016,3,2314.0
459,510,서울,2016,4,6241.0
460,515,인천,2016,4,3238.0
461,520,경기,2016,4,3199.0
462,525,부산,2016,4,3169.0
463,530,대구,2016,4,3132.0
464,535,광주,2016,4,2700.0
465,540,대전,2016,4,2449.0
466,545,울산,2016,4,3072.0
467,550,세종,2016,4,2680.0
468,555,강원,2016,4,2140.0
469,560,충북,2016,4,1968.0
470,565,충남,2016,4,2169.0
471,570,전북,2016,4,1909.0
472,575,전남,2016,4,1925.0
473,580,경북,2016,4,2177.0
474,585,경남,2016,4,2391.0
475,590,제주,2016,4,2719.0
476,595,서울,2016,5,6264.0
477,600,인천,2016,5,3179.0
478,605,경기,2016,5,3443.0
479,610,부산,2016,5,3148.0
480,615,대구,2016,5,3132.0
481,620,광주,2016,5,2722.0
482,625,대전,2016,5,2465.0
483,630,울산,2016,5,3077.0
484,635,세종,2016,5,2680.0
485,640,강원,2016,5,2117.0
486,645,충북,2016,5,1980.0
487,650,충남,2016,5,2166.0
488,655,전북,2016,5,1945.0
489,660,전남,2016,5,1927.0
490,665,경북,2016,5,2176.0
491,670,경남,2016,5,2381.0
492,675,제주,2016,5,2691.0
493,680,서울,2016,6,6208.0
494,685,인천,2016,6,3204.0
495,690,경기,2016,6,3542.0
496,695,부산,2016,6,3150.0
497,700,대구,2016,6,3134.0
498,705,광주,2016,6,2737.0
499,710,대전,2016,6,2562.0
500,715,울산,2016,6,3069.0
501,720,세종,2016,6,2683.0
502,725,강원,2016,6,2104.0
503,730,충북,2016,6,2047.0
504,735,충남,2016,6,2198.0
505,740,전북,2016,6,1931.0
506,745,전남,2016,6,1968.0
507,750,경북,2016,6,2238.0
508,755,경남,2016,6,2389.0
509,760,제주,2016,6,2827.0
510,765,서울,2016,7,6254.0
511,770,인천,2016,7,3222.0
512,775,경기,2016,7,3531.0
513,780,부산,2016,7,3158.0
514,785,대구,2016,7,3130.0
515,790,광주,2016,7,2742.0
516,795,대전,2016,7,2562.0
517,800,울산,2016,7,3069.0
518,805,세종,2016,7,2687.0
519,810,강원,2016,7,2101.0
520,815,충북,2016,7,2075.0
521,820,충남,2016,7,2198.0
522,825,전북,2016,7,1929.0
523,830,전남,2016,7,1968.0
524,835,경북,2016,7,2248.0
525,840,경남,2016,7,2375.0
526,845,제주,2016,7,2827.0
527,850,서울,2016,8,6285.0
528,855,인천,2016,8,3235.0
529,860,경기,2016,8,3561.0
530,865,부산,2016,8,3185.0
531,870,대구,2016,8,3147.0
532,875,광주,2016,8,2726.0
533,880,대전,2016,8,2562.0
534,885,울산,2016,8,2976.0
535,890,세종,2016,8,2694.0
536,895,강원,2016,8,2098.0
537,900,충북,2016,8,2124.0
538,905,충남,2016,8,2235.0
539,910,전북,2016,8,1929.0
540,915,전남,2016,8,1966.0
541,920,경북,2016,8,2238.0
542,925,경남,2016,8,2384.0
543,930,제주,2016,8,2878.0
544,935,서울,2016,9,6283.0
545,940,인천,2016,9,3168.0
546,945,경기,2016,9,3360.0
547,950,부산,2016,9,3200.0
548,955,대구,2016,9,3147.0
549,960,광주,2016,9,2721.0
550,965,대전,2016,9,2517.0
551,970,울산,2016,9,2976.0
552,975,세종,2016,9,2689.0
553,980,강원,2016,9,2100.0
554,985,충북,2016,9,2125.0
555,990,충남,2016,9,2236.0
556,995,전북,2016,9,1925.0
557,1000,전남,2016,9,1972.0
558,1005,경북,2016,9,2251.0
559,1010,경남,2016,9,2391.0
560,1015,제주,2016,9,3083.0
561,1020,서울,2016,10,6400.0
562,1025,인천,2016,10,3198.0
563,1030,경기,2016,10,3431.0
564,1035,부산,2016,10,3097.0
565,1040,대구,2016,10,3147.0
566,1045,광주,2016,10,2725.0
567,1050,대전,2016,10,3066.0
568,1055,울산,2016,10,3205.0
569,1060,세종,2016,10,2700.0
570,1065,강원,2016,10,2137.0
571,1070,충북,2016,10,2098.0
572,1075,충남,2016,10,2247.0
573,1080,전북,2016,10,1927.0
574,1085,전남,2016,10,1982.0
575,1090,경북,2016,10,2294.0
576,1095,경남,2016,10,2412.0
577,1100,제주,2016,10,3083.0
578,1105,서울,2016,11,6370.0
579,1110,인천,2016,11,3151.0
580,1115,경기,2016,11,3546.0
581,1120,부산,2016,11,3083.0
582,1125,대구,2016,11,3109.0
583,1130,광주,2016,11,2775.0
584,1135,대전,2016,11,2685.0
585,1140,울산,2016,11,3260.0
586,1145,세종,2016,11,2702.0
587,1150,강원,2016,11,2071.0
588,1155,충북,2016,11,2125.0
589,1160,충남,2016,11,2277.0
590,1165,전북,2016,11,1928.0
591,1170,전남,2016,11,2056.0
592,1175,경북,2016,11,2294.0
593,1180,경남,2016,11,2359.0
594,1185,제주,2016,11,3107.0
595,1190,서울,2016,12,6443.0
596,1195,인천,2016,12,3132.0
597,1200,경기,2016,12,3555.0
598,1205,부산,2016,12,3253.0
599,1210,대구,2016,12,3144.0
600,1215,광주,2016,12,2783.0
601,1220,대전,2016,12,2685.0
602,1225,울산,2016,12,3260.0
603,1230,세종,2016,12,2705.0
604,1235,강원,2016,12,2087.0
605,1240,충북,2016,12,2081.0
606,1245,충남,2016,12,2274.0
607,1250,전북,2016,12,2004.0
608,1255,전남,2016,12,2078.0
609,1260,경북,2016,12,2311.0
610,1265,경남,2016,12,2388.0
611,1270,제주,2016,12,3132.0
612,1275,서울,2017,1,6450.0
613,1280,인천,2017,1,3132.0
614,1285,경기,2017,1,3554.0
615,1290,부산,2017,1,3244.0
616,1295,대구,2017,1,3121.0
617,1300,광주,2017,1,2778.0
618,1305,대전,2017,1,2685.0
619,1310,울산,2017,1,3260.0
620,1315,세종,2017,1,2705.0
621,1320,강원,2017,1,2085.0
622,1325,충북,2017,1,2105.0
623,1330,충남,2017,1,2235.0
624,1335,전북,2017,1,2006.0
625,1340,전남,2017,1,2078.0
626,1345,경북,2017,1,2312.0
627,1350,경남,2017,1,2390.0
628,1355,제주,2017,1,3124.0
629,1360,서울,2017,2,6464.0
630,1365,인천,2017,2,3167.0
631,1370,경기,2017,2,3607.0
632,1375,부산,2017,2,3243.0
633,1380,대구,2017,2,3158.0
634,1385,광주,2017,2,2778.0
635,1390,대전,2017,2,2721.0
636,1395,울산,2017,2,3263.0
637,1400,세종,2017,2,2705.0
638,1405,강원,2017,2,2090.0
639,1410,충북,2017,2,2044.0
640,1415,충남,2017,2,2236.0
641,1420,전북,2017,2,2009.0
642,1425,전남,2017,2,2093.0
643,1430,경북,2017,2,2307.0
644,1435,경남,2017,2,2384.0
645,1440,제주,2017,2,3134.0
646,1445,서울,2017,3,6370.0
647,1450,인천,2017,3,3179.0
648,1455,경기,2017,3,3632.0
649,1460,부산,2017,3,3290.0
650,1465,대구,2017,3,3200.0
651,1470,광주,2017,3,2783.0
652,1475,대전,2017,3,2721.0
653,1480,울산,2017,3,3263.0
654,1485,세종,2017,3,2705.0
655,1490,강원,2017,3,2068.0
656,1495,충북,2017,3,1976.0
657,1500,충남,2017,3,2237.0
658,1505,전북,2017,3,2044.0
659,1510,전남,2017,3,2090.0
660,1515,경북,2017,3,2291.0
661,1520,경남,2017,3,2407.0
662,1525,제주,2017,3,3097.0
663,1530,서울,2017,4,6366.0
664,1535,인천,2017,4,3179.0
665,1540,경기,2017,4,3604.0
666,1545,부산,2017,4,3289.0
667,1550,대구,2017,4,3179.0
668,1555,광주,2017,4,2854.0
669,1560,대전,2017,4,2739.0
670,1565,울산,2017,4,3578.0
671,1570,세종,2017,4,2729.0
672,1575,강원,2017,4,2068.0
673,1580,충북,2017,4,2040.0
674,1585,충남,2017,4,2221.0
675,1590,전북,2017,4,2105.0
676,1595,전남,2017,4,2106.0
677,1600,경북,2017,4,2318.0
678,1605,경남,2017,4,2401.0
679,1610,제주,2017,4,3323.0
680,1615,서울,2017,5,6400.0
681,1620,인천,2017,5,3291.0
682,1625,경기,2017,5,3474.0
683,1630,부산,2017,5,3549.0
684,1635,대구,2017,5,3179.0
685,1640,광주,2017,5,2890.0
686,1645,대전,2017,5,2739.0
687,1650,울산,2017,5,3578.0
688,1655,세종,2017,5,2729.0
689,1660,강원,2017,5,2084.0
690,1665,충북,2017,5,2050.0
691,1670,충남,2017,5,2222.0
692,1675,전북,2017,5,2130.0
693,1680,전남,2017,5,2165.0
694,1685,경북,2017,5,2363.0
695,1690,경남,2017,5,2418.0
696,1695,제주,2017,5,3459.0
697,1700,서울,2017,6,6667.0
698,1705,인천,2017,6,3326.0
699,1710,경기,2017,6,3489.0
700,1715,부산,2017,6,3616.0
701,1720,대구,2017,6,3246.0
702,1725,광주,2017,6,2912.0
703,1730,대전,2017,6,2739.0
704,1735,울산,2017,6,3582.0
705,1740,세종,2017,6,2733.0
706,1745,강원,2017,6,2131.0
707,1750,충북,2017,6,2043.0
708,1755,충남,2017,6,2274.0
709,1760,전북,2017,6,2201.0
710,1765,전남,2017,6,2147.0
711,1770,경북,2017,6,2383.0
712,1775,경남,2017,6,2444.0
713,1780,제주,2017,6,3274.0
714,1785,서울,2017,7,6573.0
715,1790,인천,2017,7,3322.0
716,1795,경기,2017,7,3629.0
717,1800,부산,2017,7,3614.0
718,1805,대구,2017,7,3870.0
719,1810,광주,2017,7,2894.0
720,1815,대전,2017,7,2738.0
721,1820,울산,2017,7,3582.0
722,1825,세종,2017,7,2733.0
723,1830,강원,2017,7,2146.0
724,1835,충북,2017,7,2043.0
725,1840,충남,2017,7,2275.0
726,1845,전북,2017,7,2195.0
727,1850,전남,2017,7,2147.0
728,1855,경북,2017,7,2382.0
729,1860,경남,2017,7,2465.0
730,1865,제주,2017,7,3335.0
731,1870,서울,2017,8,6172.0
732,1875,인천,2017,8,3273.0
733,1880,경기,2017,8,3641.0
734,1885,부산,2017,8,3589.0
735,1890,대구,2017,8,3994.0
736,1895,광주,2017,8,2903.0
737,1900,대전,2017,8,2738.0
738,1905,울산,2017,8,3582.0
739,1910,세종,2017,8,2734.0
740,1915,강원,2017,8,2268.0
741,1920,충북,2017,8,2050.0
742,1925,충남,2017,8,2257.0
743,1930,전북,2017,8,2209.0
744,1935,전남,2017,8,2214.0
745,1940,경북,2017,8,2441.0
746,1945,경남,2017,8,2515.0
747,1950,제주,2017,8,3335.0
748,1955,서울,2017,9,6507.0
749,1960,인천,2017,9,3302.0
750,1965,경기,2017,9,3628.0
751,1970,부산,2017,9,3594.0
752,1975,대구,2017,9,3839.0
753,1980,광주,2017,9,2945.0
754,1985,대전,2017,9,2894.0
755,1990,울산,2017,9,3582.0
756,1995,세종,2017,9,2758.0
757,2000,강원,2017,9,2235.0
758,2005,충북,2017,9,2054.0
759,2010,충남,2017,9,2257.0
760,2015,전북,2017,9,2219.0
761,2020,전남,2017,9,2214.0
762,2025,경북,2017,9,2429.0
763,2030,경남,2017,9,2510.0
764,2035,제주,2017,9,3222.0
765,2040,서울,2017,10,6578.0
766,2045,인천,2017,10,3300.0
767,2050,경기,2017,10,3625.0
768,2055,부산,2017,10,3723.0
769,2060,대구,2017,10,3839.0
770,2065,광주,2017,10,2912.0
771,2070,대전,2017,10,2729.0
772,2075,울산,2017,10,3385.0
773,2080,세종,2017,10,2759.0
774,2085,강원,2017,10,2279.0
775,2090,충북,2017,10,2060.0
776,2095,충남,2017,10,2283.0
777,2100,전북,2017,10,2182.0
778,2105,전남,2017,10,2305.0
779,2110,경북,2017,10,2367.0
780,2115,경남,2017,10,2436.0
781,2120,제주,2017,10,3222.0
782,2125,서울,2017,11,
783,2130,인천,2017,11,
784,2135,경기,2017,11,
785,2140,부산,2017,11,
786,2145,대구,2017,11,
787,2150,광주,2017,11,
788,2155,대전,2017,11,
789,2160,울산,2017,11,
790,2165,세종,2017,11,
791,2170,강원,2017,11,
792,2175,충북,2017,11,
793,2180,충남,2017,11,
794,2185,전북,2017,11,
795,2190,전남,2017,11,
796,2195,경북,2017,11,
797,2200,경남,2017,11,
798,2205,제주,2017,11,
799,2210,서울,2017,12,6706.0
800,2215,인천,2017,12,3318.0
801,2220,경기,2017,12,3617.0
802,2225,부산,2017,12,3842.0
803,2230,대구,2017,12,3561.0
804,2235,광주,2017,12,2896.0
805,2240,대전,2017,12,2706.0
806,2245,울산,2017,12,3162.0
807,2250,세종,2017,12,3161.0
808,2255,강원,2017,12,2302.0
809,2260,충북,2017,12,2077.0
